鉄道事業者,路線,駅1,駅2,経度1,緯度1,経度2,緯度2,フラグ,value,_color,_opacity,_width,_sort-key
東京都,12号線大江戸線,清澄白河,門前仲町,139.79862,35.68322,139.79511,35.67273,4,,#FFCC00,,12,
東京都,12号線大江戸線,門前仲町,月島,139.79511,35.67273,139.78476,35.66438,4,,#FFCC00,,12,
東京都,12号線大江戸線,月島,勝どき,139.78476,35.66438,139.77748,35.65917,4,,#FFCC00,,12,
東京都,12号線大江戸線,勝どき,築地市場,139.77748,35.65917,139.76675,35.66496,4,,#FFCC00,,12,
東京都,12号線大江戸線,築地市場,汐留,139.76675,35.66496,139.76191,35.6657,4,,#FFCC00,,12,
東京都,12号線大江戸線,汐留,大門,139.76191,35.6657,139.75531,35.65671,4,,#FFCC00,,12,
東京都,12号線大江戸線,大門,赤羽橋,139.75531,35.65671,139.744195,35.65497,4,,#FFCC00,,12,
東京都,12号線大江戸線,赤羽橋,麻布十番,139.744195,35.65497,139.736105,35.65649,4,,#FFCC00,,12,
東京都,12号線大江戸線,麻布十番,六本木,139.736105,35.65649,139.731275,35.664065,4,,#FFCC00,,12,
東京都,12号線大江戸線,六本木,青山一丁目,139.731275,35.664065,139.72399,35.67293,4,,#FFCC00,,12,
東京都,12号線大江戸線,青山一丁目,国立競技場,139.72399,35.67293,139.71441,35.67997,4,,#FFCC00,,12,
東京都,12号線大江戸線,国立競技場,代々木,139.71441,35.67997,139.70221,35.683795,4,,#FFCC00,,12,
東京都,12号線大江戸線,代々木,新宿,139.70221,35.683795,139.698615,35.68843,4,,#FFCC00,,12,
東京都,12号線大江戸線,新宿,都庁前,139.698615,35.68843,139.692625,35.69059,4,,#FFCC00,,12,
東京都,12号線大江戸線,都庁前,西新宿五丁目,139.692625,35.69059,139.684665,35.6899,4,,#FFCC00,,12,
東京都,12号線大江戸線,西新宿五丁目,中野坂上,139.684665,35.6899,139.682205,35.697085,4,,#FFCC00,,12,
東京都,12号線大江戸線,中野坂上,東中野,139.682205,35.697085,139.68325,35.70737,4,,#FFCC00,,12,
東京都,12号線大江戸線,東中野,中井,139.68325,35.70737,139.686645,35.71507,4,,#FFCC00,,12,
東京都,12号線大江戸線,中井,落合南長崎,139.686645,35.71507,139.68351,35.72329,4,,#FFCC00,,12,
東京都,12号線大江戸線,落合南長崎,新江古田,139.68351,35.72329,139.67057,35.73249,4,,#FFCC00,,12,
東京都,12号線大江戸線,新江古田,練馬,139.67057,35.73249,139.65444,35.737935,4,,#FFCC00,,12,
東京都,12号線大江戸線,練馬,豊島園,139.65444,35.737935,139.64802,35.742035,4,,#FFCC00,,12,
東京都,12号線大江戸線,豊島園,練馬春日町,139.64802,35.742035,139.64076,35.75136,4,,#FFCC00,,12,
東京都,12号線大江戸線,練馬春日町,光が丘,139.64076,35.75136,139.62924,35.75847,4,,#FFCC00,,12,
